product_line_id,business_unit_id,AccidentYear,DevelopmentYear,IncurLoss,CumPaidLoss
5,89,1990,1991,127169,60315
5,89,1990,1992,134288,85828
5,89,1990,1993,139702,98656
5,89,1990,1994,141489,106590
5,89,1990,1995,140489,110107
5,89,1990,1996,143717,113159
5,89,1990,1997,141400,113243
5,89,1991,1991,142657,25897
5,89,1991,1992,149282,71409
5,89,1991,1993,157683,95443
5,89,1991,1994,159055,111051
5,89,1991,1995,159992,120780
5,89,1991,1996,164199,124499
5,89,1991,1997,158833,124352
5,89,1992,1992,144773,23486
5,89,1992,1993,150292,59165
5,89,1992,1994,147693,81511
5,89,1992,1995,147402,96077
5,89,1992,1996,149559,107063
5,89,1992,1997,145693,109505
5,89,1993,1993,154516,27029
5,89,1993,1994,156009,60778
5,89,1993,1995,153949,80161
5,89,1993,1996,138152,89707
5,89,1993,1997,135266,92374
5,89,1994,1994,158063,25845
5,89,1994,1995,158779,60543
5,89,1994,1996,146818,76743
5,89,1994,1997,137863,82470
5,89,1995,1995,154023,25415
5,89,1995,1996,155796,54791
5,89,1995,1997,148799,64854
5,89,1996,1996,164351,32804
5,89,1996,1997,172063,59141
5,89,1997,1997,196269,40409
5,300,1988,1988,0,0
5,300,1988,1989,0,0
5,300,1988,1990,0,0
5,300,1988,1991,0,0
5,300,1988,1992,0,0
5,300,1988,1993,0,0
5,300,1988,1994,0,0
5,300,1988,1995,0,0
5,300,1988,1996,0,0
5,300,1988,1997,0,0
5,300,1989,1989,0,0
5,300,1989,1990,11,0
5,300,1989,1991,10,10
5,300,1989,1992,10,10
5,300,1989,1993,10,10
5,300,1989,1994,10,10
5,300,1989,1995,10,10
5,300,1989,1996,10,10
5,300,1989,1997,10,10
5,300,1990,1990,0,0
5,300,1990,1991,0,0
5,300,1990,1992,0,0
5,300,1990,1993,0,0
5,300,1990,1994,0,0
5,300,1990,1995,0,0
5,300,1990,1996,0,0
5,300,1990,1997,0,0
5,300,1991,1991,4,2
5,300,1991,1992,32,28
5,300,1991,1993,42,41
5,300,1991,1994,41,41
5,300,1991,1995,41,41
5,300,1991,1996,41,41
5,300,1991,1997,41,41
5,300,1992,1992,0,0
5,300,1992,1993,0,0
5,300,1992,1994,0,0
5,300,1992,1995,0,0
5,300,1992,1996,0,0
5,300,1992,1997,0,0
5,300,1993,1993,0,0
5,300,1993,1994,0,0
5,300,1993,1995,0,0
5,300,1993,1996,0,0
5,300,1993,1997,0,0
5,300,1994,1994,0,0
5,300,1994,1995,0,0
5,300,1994,1996,0,0
5,300,1994,1997,0,0
5,300,1995,1995,0,0
5,300,1995,1996,0,0
5,300,1995,1997,0,0
5,300,1996,1996,0,0
5,300,1996,1997,0,0
5,300,1997,1997,0,0
5,110,1988,1988,10,0
5,110,1988,1989,0,0
5,110,1988,1990,0,0
5,110,1988,1991,0,0
5,110,1988,1992,0,0
5,110,1988,1993,0,0
5,110,1988,1994,0,0
5,110,1988,1995,0,0
5,110,1988,1996,0,0
5,110,1988,1997,0,0
5,110,1989,1989,78,1
5,110,1989,1990,1,1
5,110,1989,1991,1,1
5,110,1989,1992,1,1
5,110,1989,1993,1,1
5,110,1989,1994,1,1
5,110,1989,1995,1,1
5,110,1989,1996,1,1
5,110,1989,1997,1,1
5,110,1990,1990,0,0
5,110,1990,1991,0,0
5,110,1990,1992,0,0
5,110,1990,1993,0,0
5,110,1990,1994,0,0
5,110,1990,1995,0,0
5,110,1990,1996,0,0
5,110,1990,1997,0,0
5,110,1991,1991,0,0
5,110,1991,1992,0,0
5,110,1991,1993,0,0
5,110,1991,1994,0,0
5,110,1991,1995,0,0
5,110,1991,1996,0,0
5,110,1991,1997,0,0
5,110,1992,1992,0,0
5,110,1992,1993,0,0
5,110,1992,1994,0,0
5,110,1992,1995,0,0
5,110,1992,1996,0,0
5,110,1992,1997,0,0
5,110,1993,1993,0,0
5,110,1993,1994,0,0
5,110,1993,1995,0,0
5,110,1993,1996,0,0
5,110,1993,1997,0,0
5,110,1994,1994,0,0
5,110,1994,1995,0,0
5,110,1994,1996,0,0
5,110,1994,1997,0,0
5,110,1995,1995,0,0
5,110,1995,1996,0,0
5,110,1995,1997,0,0
5,110,1996,1996,0,0
5,110,1996,1997,0,0
5,110,1997,1997,0,0
5,255,1988,1988,3632,1346
5,255,1988,1989,5932,3389
5,255,1988,1990,6803,4666
5,255,1988,1991,6588,5331
5,255,1988,1992,6607,5719
5,255,1988,1993,7000,6097
5,255,1988,1994,6907,6126
5,255,1988,1995,6696,6292
5,255,1988,1996,6694,6368
5,255,1988,1997,6645,6415
5,255,1989,1989,4768,1411
5,255,1989,1990,6087,3641
5,255,1989,1991,6688,4729
5,255,1989,1992,6873,5352
5,255,1989,1993,7076,5935
5,255,1989,1994,6925,6032
5,255,1989,1995,6786,6061
5,255,1989,1996,6774,6222
5,255,1989,1997,6734,6292
5,255,1990,1990,5366,1424
5,255,1990,1991,7620,4460
5,255,1990,1992,8878,5791
5,255,1990,1993,8720,6949
5,255,1990,1994,8443,6966
5,255,1990,1995,8241,7324
5,255,1990,1996,8399,7596
5,255,1990,1997,8257,7730
5,255,1991,1991,8365,2355
5,255,1991,1992,9576,6208
5,255,1991,1993,12459,8191
5,255,1991,1994,11013,8368
5,255,1991,1995,10718,8895
5,255,1991,1996,10628,9162
5,255,1991,1997,10506,9564
5,255,1992,1992,12101,2544
5,255,1992,1993,14615,7554
5,255,1992,1994,13288,8008
5,255,1992,1995,12511,9684
5,255,1992,1996,12166,10637
5,255,1992,1997,11968,10825
5,255,1993,1993,14421,3512
5,255,1993,1994,16639,6745
5,255,1993,1995,14344,9173
5,255,1993,1996,12951,10286
5,255,1993,1997,12575,10789
5,255,1994,1994,15507,2708
5,255,1994,1995,15301,7360
5,255,1994,1996,14793,10084
5,255,1994,1997,14413,11434
5,255,1995,1995,16262,2609
5,255,1995,1996,15634,6240
5,255,1995,1997,14766,8280
5,255,1996,1996,13358,2652
5,255,1996,1997,13524,5332
5,255,1997,1997,12776,2192
5,320,1988,1988,75,0
5,320,1988,1989,148,148
5,320,1988,1990,166,156
5,320,1988,1991,174,165
5,320,1988,1992,165,165
5,320,1988,1993,165,165
5,320,1988,1994,165,165
5,320,1988,1995,165,165
5,320,1988,1996,165,165
5,320,1988,1997,165,165
5,320,1989,1989,0,0
5,320,1989,1990,0,0
5,320,1989,1991,0,0
5,320,1989,1992,0,0
5,320,1989,1993,0,0
5,320,1989,1994,0,0
5,320,1989,1995,0,0
5,320,1989,1996,0,0
5,320,1989,1997,0,0
5,320,1990,1990,0,0
5,320,1990,1991,0,0
5,320,1990,1992,0,0
5,320,1990,1993,0,0
5,320,1990,1994,0,0
5,320,1990,1995,0,0
5,320,1990,1996,0,0
5,320,1990,1997,0,0
5,320,1991,1991,0,0
5,320,1991,1992,0,0
5,320,1991,1993,0,0
5,320,1991,1994,0,0
5,320,1991,1995,0,0
5,320,1991,1996,0,0
5,320,1991,1997,0,0
5,320,1992,1992,0,0
5,320,1992,1993,0,0
5,320,1992,1994,0,0
5,320,1992,1995,0,0
5,320,1992,1996,0,0
5,320,1992,1997,0,0
5,320,1993,1993,0,0
5,320,1993,1994,0,0
5,320,1993,1995,0,0
5,320,1993,1996,0,0
5,320,1993,1997,0,0
5,320,1994,1994,0,0
5,320,1994,1995,0,0
5,320,1994,1996,0,0
5,320,1994,1997,0,0
5,320,1995,1995,0,0
5,320,1995,1996,0,0
5,320,1995,1997,0,0
5,320,1996,1996,0,0
5,320,1996,1997,0,0
5,320,1997,1997,0,0
5,185,1988,1988,10528,3057
5,185,1988,1989,9674,6033
5,185,1988,1990,9607,7461
5,185,1988,1991,9678,8276
5,185,1988,1992,9479,8517
5,185,1988,1993,9269,8766
5,185,1988,1994,9261,8899
5,185,1988,1995,9222,8991
5,185,1988,1996,9264,9058
5,185,1988,1997,9280,9096
5,185,1989,1989,13706,4139
5,185,1989,1990,13151,8141
5,185,1989,1991,12646,9770
5,185,1989,1992,12374,10651
5,185,1989,1993,12122,11001
5,185,1989,1994,11870,11330
5,185,1989,1995,12082,11446
5,185,1989,1996,12126,11563
5,185,1989,1997,12043,11686
5,185,1990,1990,20525,6115
5,185,1990,1991,19401,11368
5,185,1990,1992,17420,13790
5,185,1990,1993,16409,14722
5,185,1990,1994,16092,15278
5,185,1990,1995,16135,15501
5,185,1990,1996,16226,15615
5,185,1990,1997,16200,15726
5,185,1991,1991,22962,7090
5,185,1991,1992,22571,13174
5,185,1991,1993,21120,16314
5,185,1991,1994,21054,18117
5,185,1991,1995,20645,18394
5,185,1991,1996,20300,18721
5,185,1991,1997,20541,19011
5,185,1992,1992,28496,8063
5,185,1992,1993,27049,16100
5,185,1992,1994,24800,19463
5,185,1992,1995,24610,21409
5,185,1992,1996,24286,22441
5,185,1992,1997,24243,22961
5,185,1993,1993,33754,9736
5,185,1993,1994,30775,18500
5,185,1993,1995,29712,21929
5,185,1993,1996,28782,24100
5,185,1993,1997,27505,25213
5,185,1994,1994,36176,10255
5,185,1994,1995,34383,19745
5,185,1994,1996,31291,23968
5,185,1994,1997,30610,25990
5,185,1995,1995,39853,11270
5,185,1995,1996,37341,21944
5,185,1995,1997,36182,27107
5,185,1996,1996,39769,11984
5,185,1996,1997,41184,23447
5,185,1997,1997,45159,11690
5,211,1988,1988,1117,412
5,211,1988,1989,1171,806
5,211,1988,1990,1592,1048
5,211,1988,1991,1270,1152
5,211,1988,1992,1254,1183
5,211,1988,1993,1343,1193
5,211,1988,1994,1293,1203
5,211,1988,1995,1302,1271
5,211,1988,1996,1303,1273
5,211,1988,1997,1296,1275
5,211,1989,1989,1783,746
5,211,1989,1990,2018,1400
5,211,1989,1991,2006,1720
5,211,1989,1992,1989,1793
5,211,1989,1993,2079,1908
5,211,1989,1994,1999,1896
5,211,1989,1995,1976,1900
5,211,1989,1996,1966,1906
5,211,1989,1997,1944,1908
5,211,1990,1990,2671,858
5,211,1990,1991,2586,1346
5,211,1990,1992,2240,1521
5,211,1990,1993,1938,1703
5,211,1990,1994,1917,1736
5,211,1990,1995,1923,1811
5,211,1990,1996,1980,1909
5,211,1990,1997,1971,1923
5,211,1991,1991,3020,1276
5,211,1991,1992,3866,2279
5,211,1991,1993,3412,2821
5,211,1991,1994,3368,2871
5,211,1991,1995,3302,2981
5,211,1991,1996,3152,3011
5,211,1991,1997,3145,3037
5,211,1992,1992,5727,1737
5,211,1992,1993,5301,3271
5,211,1992,1994,5181,3842
5,211,1992,1995,4834,4222
5,211,1992,1996,5031,4548
5,211,1992,1997,4988,4722
5,211,1993,1993,7202,2284
5,211,1993,1994,7436,4457
5,211,1993,1995,6857,5210
5,211,1993,1996,6346,5600
5,211,1993,1997,6362,5965
5,211,1994,1994,8057,2314
5,211,1994,1995,8156,4777
5,211,1994,1996,7507,5776
5,211,1994,1997,7174,6217
5,211,1995,1995,10299,3008
5,211,1995,1996,10413,6257
5,211,1995,1997,9886,7217
5,211,1996,1996,10374,4279
5,211,1996,1997,9983,6898
5,211,1997,1997,4601,1341
5,21,1988,1988,8585,1879
5,21,1988,1989,8811,4574
5,21,1988,1990,8348,6085
5,21,1988,1991,8021,7072
5,21,1988,1992,8325,7786
5,21,1988,1993,8325,8088
5,21,1988,1994,8325,8218
5,21,1988,1995,8310,8260
5,21,1988,1996,8289,8294
5,21,1988,1997,8466,8313
5,21,1989,1989,9944,2796
5,21,1989,1990,11092,5884
5,21,1989,1991,12114,8766
5,21,1989,1992,12853,10705
5,21,1989,1993,12800,12006
5,21,1989,1994,12818,12386
5,21,1989,1995,12746,12586
5,21,1989,1996,13269,12806
5,21,1989,1997,12876,12856
5,21,1990,1990,12489,2273
5,21,1990,1991,13796,7176
5,21,1990,1992,15071,11042
5,21,1990,1993,15253,13257
5,21,1990,1994,15576,14438
5,21,1990,1995,15654,15003
5,21,1990,1996,15853,15573
5,21,1990,1997,15806,15723
5,21,1991,1991,13889,2779
5,21,1991,1992,14899,7839
5,21,1991,1993,16735,12343
5,21,1991,1994,16826,14223
5,21,1991,1995,16721,15416
5,21,1991,1996,17262,16048
5,21,1991,1997,17312,16172
5,21,1992,1992,13631,3128
5,21,1992,1993,17192,9604
5,21,1992,1994,18411,13843
5,21,1992,1995,18453,16341
5,21,1992,1996,19282,17481
5,21,1992,1997,19098,18070
5,21,1993,1993,19400,3747
5,21,1993,1994,19402,9684
5,21,1993,1995,19639,13871
5,21,1993,1996,20357,16062
5,21,1993,1997,19717,16923
5,21,1994,1994,20186,3213
5,21,1994,1995,20734,8855
5,21,1994,1996,20339,12507
5,21,1994,1997,19277,13896
5,21,1995,1995,12535,2200
5,21,1995,1996,13623,5032
5,21,1995,1997,13224,6957
5,21,1996,1996,7918,761
5,21,1996,1997,7301,2259
5,21,1997,1997,11634,1363
5,45,1988,1988,1730,528
5,45,1988,1989,1384,876
5,45,1988,1990,1330,1074
5,45,1988,1991,1660,1171
5,45,1988,1992,1614,1202
5,45,1988,1993,1620,1237
5,45,1988,1994,1474,1260
5,45,1988,1995,1443,1313
5,45,1988,1996,1396,1385
5,45,1988,1997,1395,1390
5,45,1989,1989,1064,265
5,45,1989,1990,1684,633
5,45,1989,1991,1379,862
5,45,1989,1992,1275,846
5,45,1989,1993,1267,938
5,45,1989,1994,1136,978
5,45,1989,1995,1142,1018
5,45,1989,1996,1225,1050
5,45,1989,1997,1214,1066
5,45,1990,1990,2173,280
5,45,1990,1991,1760,635
5,45,1990,1992,1516,711
5,45,1990,1993,1327,791
5,45,1990,1994,992,830
5,45,1990,1995,944,835
5,45,1990,1996,868,841
5,45,1990,1997,859,847
5,45,1991,1991,1355,231
5,45,1991,1992,1340,549
5,45,1991,1993,1067,684
5,45,1991,1994,923,747
5,45,1991,1995,1237,803
5,45,1991,1996,1257,859
5,45,1991,1997,1275,929
5,45,1992,1992,1943,198
5,45,1992,1993,1294,552
5,45,1992,1994,824,651
5,45,1992,1995,946,742
5,45,1992,1996,917,802
5,45,1992,1997,911,852
5,45,1993,1993,2018,517
5,45,1993,1994,1981,1019
5,45,1993,1995,2188,1423
5,45,1993,1996,2096,1552
5,45,1993,1997,2017,1649
5,45,1994,1994,1724,397
5,45,1994,1995,1340,823
5,45,1994,1996,1605,1101
5,45,1994,1997,1772,1430
5,45,1995,1995,36,12
5,45,1995,1996,20,12
5,45,1995,1997,15,12
5,45,1996,1996,0,0
5,45,1996,1997,0,0
5,45,1997,1997,0,0
5,200,1988,1988,2,0
5,200,1988,1989,11,0
5,200,1988,1990,0,0
5,200,1988,1991,13,0
5,200,1988,1992,7,7
5,200,1988,1993,7,7
5,200,1988,1994,7,7
5,200,1988,1995,7,7
5,200,1988,1996,7,7
5,200,1988,1997,7,7
5,200,1989,1989,0,0
5,200,1989,1990,0,0
5,200,1989,1991,0,0
5,200,1989,1992,0,0
5,200,1989,1993,0,0
5,200,1989,1994,0,0
5,200,1989,1995,0,0
5,200,1989,1996,0,0
5,200,1989,1997,0,0
5,200,1990,1990,0,0
5,200,1990,1991,0,0
5,200,1990,1992,0,0
5,200,1990,1993,0,0
5,200,1990,1994,0,0
5,200,1990,1995,0,0
5,200,1990,1996,0,0
5,200,1990,1997,0,0
5,200,1991,1991,10,0
5,200,1991,1992,0,0
5,200,1991,1993,0,0
5,200,1991,1994,0,0
5,200,1991,1995,0,0
5,200,1991,1996,0,0
5,200,1991,1997,0,0
5,200,1992,1992,0,0
5,200,1992,1993,0,0
5,200,1992,1994,0,0
5,200,1992,1995,0,0
5,200,1992,1996,0,0
5,200,1992,1997,0,0
5,200,1993,1993,0,0
5,200,1993,1994,0,0
5,200,1993,1995,0,0
5,200,1993,1996,0,0
5,200,1993,1997,0,0
5,200,1994,1994,0,0
5,200,1994,1995,0,0
5,200,1994,1996,0,0
5,200,1994,1997,0,0
5,200,1995,1995,0,0
5,200,1995,1996,0,0
5,200,1995,1997,0,0
5,200,1996,1996,0,0
5,200,1996,1997,0,0
5,200,1997,1997,0,0
5,86,1988,1988,1341,343
5,86,1988,1989,1778,847
5,86,1988,1990,1746,1141
5,86,1988,1991,1841,1291
5,86,1988,1992,1782,1380
5,86,1988,1993,1777,1430
5,86,1988,1994,1608,1437
5,86,1988,1995,1567,1447
5,86,1988,1996,1565,1457
5,86,1988,1997,1553,1462
5,86,1989,1989,1497,369
5,86,1989,1990,2562,1075
5,86,1989,1991,2477,1492
5,86,1989,1992,2694,1806
5,86,1989,1993,2728,2005
5,86,1989,1994,2508,2109
5,86,1989,1995,2449,2188
5,86,1989,1996,2461,2222
5,86,1989,1997,2548,2253
5,86,1990,1990,2433,620
5,86,1990,1991,4426,1691
5,86,1990,1992,4257,2463
5,86,1990,1993,3939,2915
5,86,1990,1994,3573,3122
5,86,1990,1995,3444,3178
5,86,1990,1996,3429,3242
5,86,1990,1997,3557,3284
5,86,1991,1991,2578,657
5,86,1991,1992,3285,1437
5,86,1991,1993,3072,1899
5,86,1991,1994,2996,2276
5,86,1991,1995,2873,2407
5,86,1991,1996,2898,2496
5,86,1991,1997,2950,2577
5,86,1992,1992,2071,440
5,86,1992,1993,2832,1196
5,86,1992,1994,2918,1743
5,86,1992,1995,2469,1983
5,86,1992,1996,2538,2151
5,86,1992,1997,2646,2284
5,86,1993,1993,3269,511
5,86,1993,1994,3286,1230
5,86,1993,1995,3254,1760
5,86,1993,1996,2571,1978
5,86,1993,1997,2508,2149
5,86,1994,1994,3078,526
5,86,1994,1995,2931,1266
5,86,1994,1996,2888,1694
5,86,1994,1997,2620,2034
5,86,1995,1995,3261,475
5,86,1995,1996,3039,1389
5,86,1995,1997,2942,1878
5,86,1996,1996,2841,320
5,86,1996,1997,2659,786
5,86,1997,1997,2548,437
5,84,1988,1988,14394,3178
5,84,1988,1989,11698,6403
5,84,1988,1990,12030,8823
5,84,1988,1991,11525,9886
5,84,1988,1992,11478,10619
5,84,1988,1993,11381,10953
5,84,1988,1994,11327,11074
5,84,1988,1995,11295,11097
5,84,1988,1996,11248,11124
5,84,1988,1997,11270,11143
5,84,1989,1989,19367,3708
5,84,1989,1990,16119,8690
5,84,1989,1991,15750,11729
5,84,1989,1992,15576,13029
5,84,1989,1993,15097,13999
5,84,1989,1994,15074,14284
5,84,1989,1995,14871,14569
5,84,1989,1996,14849,14623
5,84,1989,1997,14844,14636
5,84,1990,1990,22452,5220
5,84,1990,1991,18017,10991
5,84,1990,1992,18757,13619
5,84,1990,1993,18144,15185
5,84,1990,1994,17913,15955
5,84,1990,1995,17348,16413
5,84,1990,1996,17157,16455
5,84,1990,1997,17151,16715
5,84,1991,1991,21799,4198
5,84,1991,1992,15168,9072
5,84,1991,1993,14973,11112
5,84,1991,1994,14719,12260
5,84,1991,1995,14238,12929
5,84,1991,1996,13968,13257
5,84,1991,1997,13920,13385
5,84,1992,1992,16746,3597
5,84,1992,1993,12311,7475
5,84,1992,1994,12498,9053
5,84,1992,1995,12018,9847
5,84,1992,1996,11671,10463
5,84,1992,1997,11652,10707
5,84,1993,1993,17866,4281
5,84,1993,1994,13396,8415
5,84,1993,1995,12992,10270
5,84,1993,1996,12867,11503
5,84,1993,1997,12901,11945
5,84,1994,1994,20227,5329
5,84,1994,1995,16262,10730
5,84,1994,1996,15924,12901
5,84,1994,1997,15535,13527
5,84,1995,1995,17996,4631
5,84,1995,1996,13628,9106
5,84,1995,1997,13544,10747
5,84,1996,1996,16253,4217
5,84,1996,1997,13320,8747
5,84,1997,1997,16309,4169
5,120,1988,1988,91892,22190
5,120,1988,1989,120466,60834
5,120,1988,1990,129785,85104
5,120,1988,1991,134401,100151
5,120,1988,1992,134051,108812
5,120,1988,1993,134264,114967
5,120,1988,1994,134169,118790
5,120,1988,1995,133158,121558
5,120,1988,1996,133800,123492
5,120,1988,1997,133513,125049
5,120,1989,1989,117540,26542
5,120,1989,1990,160490,77798
5,120,1989,1991,163802,106407
5,120,1989,1992,162824,122422
5,120,1989,1993,164650,133359
5,120,1989,1994,163326,138599
5,120,1989,1995,161246,143029
5,120,1989,1996,161836,145712
5,120,1989,1997,161673,147358
5,120,1990,1990,155671,32977
5,120,1990,1991,210607,100494
5,120,1990,1992,208274,134886
5,120,1990,1993,211660,157758
5,120,1990,1994,209823,168991
5,120,1990,1995,208629,178065
5,120,1990,1996,208662,182787
5,120,1990,1997,210204,187760
5,120,1991,1991,189021,38604
5,120,1991,1992,251182,114428
5,120,1991,1993,253292,157103
5,120,1991,1994,247771,181322
5,120,1991,1995,244882,197411
5,120,1991,1996,245666,208804
5,120,1991,1997,244669,213396
5,120,1992,1992,229435,42466
5,120,1992,1993,289785,125820
5,120,1992,1994,268235,164776
5,120,1992,1995,255528,189045
5,120,1992,1996,252878,204377
5,120,1992,1997,253878,213904
5,120,1993,1993,251804,46447
5,120,1993,1994,259975,116764
5,120,1993,1995,245594,154897
5,120,1993,1996,251196,179419
5,120,1993,1997,251129,193676
5,120,1994,1994,212555,41368
5,120,1994,1995,212160,100344
5,120,1994,1996,206811,132021
5,120,1994,1997,202911,151081
5,120,1995,1995,178437,35719
5,120,1995,1996,181175,83216
5,120,1995,1997,174496,111268
5,120,1996,1996,151415,28746
5,120,1996,1997,143042,66033
5,120,1997,1997,125429,25265
5,289,1988,1988,29567,7113
5,289,1988,1989,29430,14528
5,289,1988,1990,27116,18795
5,289,1988,1991,31452,21034
5,289,1988,1992,32749,22823
5,289,1988,1993,35662,24123
5,289,1988,1994,28078,24935
5,289,1988,1995,30688,25620
5,289,1988,1996,31026,25979
5,289,1988,1997,32415,26113
5,289,1989,1989,39056,9163
5,289,1989,1990,38216,18770
5,289,1989,1991,42956,23895
5,289,1989,1992,45723,28168
5,289,1989,1993,43927,31097
5,289,1989,1994,41192,32646
5,289,1989,1995,39066,33858
5,289,1989,1996,39091,34794
5,289,1989,1997,40712,34988
5,289,1990,1990,41423,11334
5,289,1990,1991,48308,22075
5,289,1990,1992,50785,29191
