product_line_id,business_unit_id,AccidentYear,DevelopmentYear,EarnedPremDIR
5,320,1996,1996,0
5,320,1996,1997,0
5,320,1997,1997,0
5,185,1988,1988,18186
5,185,1988,1989,18186
5,185,1988,1990,18186
5,185,1988,1991,18186
5,185,1988,1992,18186
5,185,1988,1993,18186
5,185,1988,1994,18186
5,185,1988,1995,18186
5,185,1988,1996,18186
5,185,1988,1997,18186
5,185,1989,1989,24901
5,185,1989,1990,24901
5,185,1989,1991,24901
5,185,1989,1992,24901
5,185,1989,1993,24901
5,185,1989,1994,24901
5,185,1989,1995,24901
5,185,1989,1996,24901
5,185,1989,1997,24901
5,185,1990,1990,35136
5,185,1990,1991,35136
5,185,1990,1992,35136
5,185,1990,1993,35136
5,185,1990,1994,35136
5,185,1990,1995,35136
5,185,1990,1996,35136
5,185,1990,1997,35136
5,185,1991,1991,39316
5,185,1991,1992,39316
5,185,1991,1993,39316
5,185,1991,1994,39316
5,185,1991,1995,39316
5,185,1991,1996,39316
5,185,1991,1997,39316
5,185,1992,1992,49343
5,185,1992,1993,49343
5,185,1992,1994,49343
5,185,1992,1995,49343
5,185,1992,1996,49343
5,185,1992,1997,49343
5,185,1993,1993,63221
5,185,1993,1994,63221
5,185,1993,1995,63221
5,185,1993,1996,63221
5,185,1993,1997,63221
5,185,1994,1994,69842
5,185,1994,1995,69842
5,185,1994,1996,69842
5,185,1994,1997,69842
5,185,1995,1995,74536
5,185,1995,1996,74536
5,185,1995,1997,74536
5,185,1996,1996,68141
5,185,1996,1997,68141
5,185,1997,1997,66358
5,211,1988,1988,2466
5,211,1988,1989,2466
5,211,1988,1990,2466
5,211,1988,1991,2466
5,211,1988,1992,2466
5,211,1988,1993,2466
5,211,1988,1994,2466
5,211,1988,1995,2466
5,211,1988,1996,2466
5,211,1988,1997,2466
5,211,1989,1989,3209
5,211,1989,1990,3209
5,211,1989,1991,3209
5,211,1989,1992,3209
5,211,1989,1993,3209
5,211,1989,1994,3209
5,211,1989,1995,3209
5,211,1989,1996,3209
5,211,1989,1997,3209
5,211,1990,1990,4386
5,211,1990,1991,4386
5,211,1990,1992,4386
5,211,1990,1993,4386
5,211,1990,1994,4386
5,211,1990,1995,4386
5,211,1990,1996,4386
5,211,1990,1997,4386
5,211,1991,1991,5343
5,211,1991,1992,5343
5,211,1991,1993,5343
5,211,1991,1994,5343
5,211,1991,1995,5343
5,211,1991,1996,5343
5,211,1991,1997,5343
5,211,1992,1992,7992
5,211,1992,1993,7992
5,211,1992,1994,7992
5,211,1992,1995,7992
5,211,1992,1996,7992
5,211,1992,1997,7992
5,211,1993,1993,12652
5,211,1993,1994,12652
5,211,1993,1995,12652
5,211,1993,1996,12652
5,211,1993,1997,12652
5,211,1994,1994,14433
5,211,1994,1995,14433
5,211,1994,1996,14433
5,211,1994,1997,14433
5,211,1995,1995,19152
5,211,1995,1996,19152
5,211,1995,1997,19152
5,211,1996,1996,25248
5,211,1996,1997,25248
5,211,1997,1997,27154
5,21,1988,1988,15666
5,21,1988,1989,15666
5,21,1988,1990,15666
5,21,1988,1991,15666
5,21,1988,1992,15666
5,21,1988,1993,15666
5,21,1988,1994,15666
5,21,1988,1995,15666
5,21,1988,1996,15666
5,21,1988,1997,15666
5,21,1989,1989,16844
5,21,1989,1990,16844
5,21,1989,1991,16844
5,21,1989,1992,16844
5,21,1989,1993,16844
5,21,1989,1994,16844
5,21,1989,1995,16844
5,21,1989,1996,16844
5,21,1989,1997,16844
5,21,1990,1990,21853
5,21,1990,1991,21853
5,21,1990,1992,21853
5,21,1990,1993,21853
5,21,1990,1994,21853
5,21,1990,1995,21853
5,21,1990,1996,21853
5,21,1990,1997,21853
5,21,1991,1991,24967
5,21,1991,1992,24967
5,21,1991,1993,24967
5,21,1991,1994,24967
5,21,1991,1995,24967
5,21,1991,1996,24967
5,21,1991,1997,24967
5,21,1992,1992,26339
5,21,1992,1993,26339
5,21,1992,1994,26339
5,21,1992,1995,26339
5,21,1992,1996,26339
5,21,1992,1997,26339
5,21,1993,1993,33006
5,21,1993,1994,33006
5,21,1993,1995,33006
5,21,1993,1996,33006
5,21,1993,1997,33006
5,21,1994,1994,40379
5,21,1994,1995,40379
5,21,1994,1996,40379
5,21,1994,1997,40379
5,21,1995,1995,44753
5,21,1995,1996,44753
5,21,1995,1997,44753
5,21,1996,1996,19531
5,21,1996,1997,19531
5,21,1997,1997,14674
5,45,1988,1988,1506
5,45,1988,1989,1506
5,45,1988,1990,1506
5,45,1988,1991,1506
5,45,1988,1992,1506
5,45,1988,1993,1506
5,45,1988,1994,1506
5,45,1988,1995,1506
5,45,1988,1996,1506
5,45,1988,1997,1506
5,45,1989,1989,1604
5,45,1989,1990,1604
5,45,1989,1991,1604
5,45,1989,1992,1604
5,45,1989,1993,1604
5,45,1989,1994,1604
5,45,1989,1995,1604
5,45,1989,1996,1604
5,45,1989,1997,1604
5,45,1990,1990,1797
5,45,1990,1991,1797
5,45,1990,1992,1797
5,45,1990,1993,1797
5,45,1990,1994,1797
5,45,1990,1995,1797
5,45,1990,1996,1797
5,45,1990,1997,1797
5,45,1991,1991,1927
5,45,1991,1992,1927
5,45,1991,1993,1927
5,45,1991,1994,1927
5,45,1991,1995,1927
5,45,1991,1996,1927
5,45,1991,1997,1927
5,45,1992,1992,2093
5,45,1992,1993,2093
5,45,1992,1994,2093
5,45,1992,1995,2093
5,45,1992,1996,2093
5,45,1992,1997,2093
5,45,1993,1993,2866
5,45,1993,1994,2866
5,45,1993,1995,2866
5,45,1993,1996,2866
5,45,1993,1997,2866
5,45,1994,1994,2011
5,45,1994,1995,2011
5,45,1994,1996,2011
5,45,1994,1997,2011
5,45,1995,1995,105
5,45,1995,1996,105
5,45,1995,1997,105
5,45,1996,1996,0
5,45,1996,1997,0
5,45,1997,1997,0
5,200,1988,1988,108
5,200,1988,1989,108
5,200,1988,1990,108
5,200,1988,1991,108
5,200,1988,1992,108
5,200,1988,1993,108
5,200,1988,1994,108
5,200,1988,1995,108
5,200,1988,1996,108
5,200,1988,1997,108
5,200,1989,1989,29
5,200,1989,1990,29
5,200,1989,1991,29
5,200,1989,1992,29
5,200,1989,1993,29
5,200,1989,1994,29
5,200,1989,1995,29
5,200,1989,1996,29
5,200,1989,1997,29
5,200,1990,1990,4
5,200,1990,1991,4
5,200,1990,1992,4
5,200,1990,1993,4
5,200,1990,1994,4
5,200,1990,1995,4
5,200,1990,1996,4
5,200,1990,1997,4
5,200,1991,1991,0
5,200,1991,1992,0
5,200,1991,1993,0
5,200,1991,1994,0
5,200,1991,1995,0
5,200,1991,1996,0
5,200,1991,1997,0
5,200,1992,1992,0
5,200,1992,1993,0
5,200,1992,1994,0
5,200,1992,1995,0
5,200,1992,1996,0
5,200,1992,1997,0
5,200,1993,1993,0
5,200,1993,1994,0
5,200,1993,1995,0
5,200,1993,1996,0
5,200,1993,1997,0
5,200,1994,1994,0
5,200,1994,1995,0
5,200,1994,1996,0
5,200,1994,1997,0
5,200,1995,1995,0
5,200,1995,1996,0
5,200,1995,1997,0
5,200,1996,1996,0
5,200,1996,1997,0
5,200,1997,1997,0
5,86,1988,1988,1424
5,86,1988,1989,1424
5,86,1988,1990,1424
5,86,1988,1991,1424
5,86,1988,1992,1424
5,86,1988,1993,1424
5,86,1988,1994,1424
5,86,1988,1995,1424
5,86,1988,1996,1424
5,86,1988,1997,1424
5,86,1989,1989,3164
5,86,1989,1990,3164
5,86,1989,1991,3164
5,86,1989,1992,3164
5,86,1989,1993,3164
5,86,1989,1994,3164
5,86,1989,1995,3164
5,86,1989,1996,3164
5,86,1989,1997,3164
5,86,1990,1990,4555
5,86,1990,1991,4555
5,86,1990,1992,4555
5,86,1990,1993,4555
5,86,1990,1994,4555
5,86,1990,1995,4555
5,86,1990,1996,4555
5,86,1990,1997,4555
5,86,1991,1991,5117
5,86,1991,1992,5117
5,86,1991,1993,5117
5,86,1991,1994,5117
5,86,1991,1995,5117
5,86,1991,1996,5117
5,86,1991,1997,5117
5,86,1992,1992,4639
5,86,1992,1993,4639
5,86,1992,1994,4639
5,86,1992,1995,4639
5,86,1992,1996,4639
5,86,1992,1997,4639
5,86,1993,1993,6320
5,86,1993,1994,6320
5,86,1993,1995,6320
5,86,1993,1996,6320
5,86,1993,1997,6320
5,86,1994,1994,4629
5,86,1994,1995,4629
5,86,1994,1996,4629
5,86,1994,1997,4629
5,86,1995,1995,5055
5,86,1995,1996,5055
5,86,1995,1997,5055
5,86,1996,1996,4801
5,86,1996,1997,4801
5,86,1997,1997,4299
5,84,1988,1988,18157
5,84,1988,1989,18157
5,84,1988,1990,18157
5,84,1988,1991,18157
5,84,1988,1992,18157
5,84,1988,1993,18157
5,84,1988,1994,18157
5,84,1988,1995,18157
5,84,1988,1996,18157
5,84,1988,1997,18157
5,84,1989,1989,22841
5,84,1989,1990,22841
5,84,1989,1991,22841
5,84,1989,1992,22841
5,84,1989,1993,22841
5,84,1989,1994,22841
5,84,1989,1995,22841
5,84,1989,1996,22841
5,84,1989,1997,22841
5,84,1990,1990,25927
5,84,1990,1991,25927
5,84,1990,1992,25927
5,84,1990,1993,25927
5,84,1990,1994,25927
5,84,1990,1995,25927
5,84,1990,1996,25927
5,84,1990,1997,25927
5,84,1991,1991,27008
5,84,1991,1992,27008
5,84,1991,1993,27008
5,84,1991,1994,27008
5,84,1991,1995,27008
5,84,1991,1996,27008
5,84,1991,1997,27008
5,84,1992,1992,23272
5,84,1992,1993,23272
5,84,1992,1994,23272
5,84,1992,1995,23272
5,84,1992,1996,23272
5,84,1992,1997,23272
5,84,1993,1993,25673
5,84,1993,1994,25673
5,84,1993,1995,25673
5,84,1993,1996,25673
5,84,1993,1997,25673
5,84,1994,1994,30871
5,84,1994,1995,30871
5,84,1994,1996,30871
5,84,1994,1997,30871
5,84,1995,1995,33261
5,84,1995,1996,33261
5,84,1995,1997,33261
5,84,1996,1996,28824
5,84,1996,1997,28824
5,84,1997,1997,24984
5,120,1988,1988,179510
5,120,1988,1989,179510
5,120,1988,1990,179510
5,120,1988,1991,179510
5,120,1988,1992,179510
5,120,1988,1993,179510
5,120,1988,1994,179510
5,120,1988,1995,179510
5,120,1988,1996,179510
5,120,1988,1997,179510
5,120,1989,1989,202547
5,120,1989,1990,202547
5,120,1989,1991,202547
5,120,1989,1992,202547
5,120,1989,1993,202547
5,120,1989,1994,202547
5,120,1989,1995,202547
5,120,1989,1996,202547
5,120,1989,1997,202547
5,120,1990,1990,246403
5,120,1990,1991,246403
5,120,1990,1992,246403
5,120,1990,1993,246403
5,120,1990,1994,246403
5,120,1990,1995,246403
5,120,1990,1996,246403
5,120,1990,1997,246403
5,120,1991,1991,287505
5,120,1991,1992,287505
5,120,1991,1993,287505
5,120,1991,1994,287505
5,120,1991,1995,287505
5,120,1991,1996,287505
5,120,1991,1997,287505
5,120,1992,1992,342501
5,120,1992,1993,342501
5,120,1992,1994,342501
5,120,1992,1995,342501
5,120,1992,1996,342501
5,120,1992,1997,342501
5,120,1993,1993,421223
5,120,1993,1994,421223
5,120,1993,1995,421223
5,120,1993,1996,421223
5,120,1993,1997,421223
5,120,1994,1994,367443
5,120,1994,1995,367443
5,120,1994,1996,367443
5,120,1994,1997,367443
5,120,1995,1995,338304
5,120,1995,1996,338304
5,120,1995,1997,338304
5,120,1996,1996,286928
5,120,1996,1997,286928
5,120,1997,1997,245377
5,289,1988,1988,48888
5,289,1988,1989,48888
5,289,1988,1990,48888
5,289,1988,1991,48888
5,289,1988,1992,48888
5,289,1988,1993,48888
5,289,1988,1994,48888
5,289,1988,1995,48888
5,289,1988,1996,48888
5,289,1988,1997,48888
5,289,1989,1989,55486
5,289,1989,1990,55486
5,289,1989,1991,55486
5,289,1989,1992,55486
5,289,1989,1993,55486
5,289,1989,1994,55486
5,289,1989,1995,55486
5,289,1989,1996,55486
5,289,1989,1997,55486
5,289,1990,1990,60964
5,289,1990,1991,60964
5,289,1990,1992,60964
5,289,1990,1993,60964
5,289,1990,1994,60964
5,289,1990,1995,60964
5,289,1990,1996,60964
5,289,1990,1997,60964
5,289,1991,1991,75733
5,289,1991,1992,75733
5,289,1991,1993,75733
5,289,1991,1994,75733
5,289,1991,1995,75733
5,289,1991,1996,75733
5,289,1991,1997,75733
5,289,1992,1992,97094
5,289,1992,1993,97094
5,289,1992,1994,97094
5,289,1992,1995,97094
5,289,1992,1996,97094
5,289,1992,1997,97094
5,289,1993,1993,130231
5,289,1993,1994,130231
5,289,1993,1995,130231
5,289,1993,1996,130231
5,289,1993,1997,130231
5,289,1994,1994,159408
5,289,1994,1995,159408
5,289,1994,1996,159408
5,289,1994,1997,159408
5,289,1995,1995,179277
5,289,1995,1996,179277
5,289,1995,1997,179277
5,289,1996,1996,175727
5,289,1996,1997,175727
5,289,1997,1997,154668
5,308,1988,1988,2348
5,308,1988,1989,2348
5,308,1988,1990,2348
5,308,1988,1991,2348
5,308,1988,1992,2348
5,308,1988,1993,2348
5,308,1988,1994,2348
5,308,1988,1995,2348
5,308,1988,1996,2348
5,308,1988,1997,2348
5,308,1989,1989,2582
5,308,1989,1990,2582
5,308,1989,1991,2582
5,308,1989,1992,2582
5,308,1989,1993,2582
5,308,1989,1994,2582
5,308,1989,1995,2582
5,308,1989,1996,2582
5,308,1989,1997,2582
5,308,1990,1990,2882
5,308,1990,1991,2882
5,308,1990,1992,2882
5,308,1990,1993,2882
5,308,1990,1994,2882
5,308,1990,1995,2882
5,308,1990,1996,2882
5,308,1990,1997,2882
5,308,1991,1991,2568
5,308,1991,1992,2568
5,308,1991,1993,2568
5,308,1991,1994,2568
5,308,1991,1995,2568
5,308,1991,1996,2568
5,308,1991,1997,2568
5,308,1992,1992,2051
5,308,1992,1993,2051
5,308,1992,1994,2051
5,308,1992,1995,2051
5,308,1992,1996,2051
5,308,1992,1997,2051
5,308,1993,1993,1878
5,308,1993,1994,1878
5,308,1993,1995,1878
5,308,1993,1996,1878
5,308,1993,1997,1878
5,308,1994,1994,1252
5,308,1994,1995,1252
5,308,1994,1996,1252
5,308,1994,1997,1252
5,308,1995,1995,515
5,308,1995,1996,515
5,308,1995,1997,515
5,308,1996,1996,40
5,308,1996,1997,40
5,308,1997,1997,0
5,222,1988,1988,-6
5,222,1988,1989,-6
5,222,1988,1990,-6
5,222,1988,1991,-6
5,222,1988,1992,-6
5,222,1988,1993,-6
5,222,1988,1994,-6
5,222,1988,1995,-6
5,222,1988,1996,-6
5,222,1988,1997,-6
5,222,1989,1989,-1
5,222,1989,1990,-1
5,222,1989,1991,-1
5,222,1989,1992,-1
5,222,1989,1993,-1
5,222,1989,1994,-1
5,222,1989,1995,-1
5,222,1989,1996,-1
5,222,1989,1997,-1
5,222,1990,1990,2
5,222,1990,1991,2
5,222,1990,1992,2
5,222,1990,1993,2
5,222,1990,1994,2
5,222,1990,1995,2
5,222,1990,1996,2
5,222,1990,1997,2
5,222,1991,1991,0
5,222,1991,1992,0
5,222,1991,1993,0
5,222,1991,1994,0
5,222,1991,1995,0
5,222,1991,1996,0
5,222,1991,1997,0
5,222,1992,1992,1
5,222,1992,1993,1
5,222,1992,1994,1
5,222,1992,1995,1
5,222,1992,1996,1
5,222,1992,1997,1
5,222,1993,1993,0
5,222,1993,1994,0
5,222,1993,1995,0
5,222,1993,1996,0
5,222,1993,1997,0
5,222,1994,1994,0
5,222,1994,1995,0
5,222,1994,1996,0
5,222,1994,1997,0
5,222,1995,1995,0
5,222,1995,1996,0
5,222,1995,1997,0
5,222,1996,1996,0
5,222,1996,1997,0
5,222,1997,1997,16311
5,369,1988,1988,58661
5,369,1988,1989,58661
5,369,1988,1990,58661
5,369,1988,1991,58661
5,369,1988,1992,58661
5,369,1988,1993,58661
5,369,1988,1994,58661
5,369,1988,1995,58661
5,369,1988,1996,58661
5,369,1988,1997,58661
5,369,1989,1989,63310
5,369,1989,1990,63310
5,369,1989,1991,63310
5,369,1989,1992,63310
5,369,1989,1993,63310
5,369,1989,1994,63310
5,369,1989,1995,63310
5,369,1989,1996,63310
5,369,1989,1997,63310
5,369,1990,1990,72179
5,369,1990,1991,72179
5,369,1990,1992,72179
5,369,1990,1993,72179
5,369,1990,1994,72179
5,369,1990,1995,72179
5,369,1990,1996,72179
5,369,1990,1997,72179
5,369,1991,1991,72914
5,369,1991,1992,72914
5,369,1991,1993,72914
5,369,1991,1994,72914
5,369,1991,1995,72914
5,369,1991,1996,72914
5,369,1991,1997,72914
5,369,1992,1992,83503
5,369,1992,1993,83503
5,369,1992,1994,83503
5,369,1992,1995,83503
5,369,1992,1996,83503
5,369,1992,1997,83503
5,369,1993,1993,106964
5,369,1993,1994,106964
5,369,1993,1995,106964
5,369,1993,1996,106964
